city_town,ward,precinct,receiver,votes,office,district
Agawam,-,4,No Preference,0,President,
Agawam,-,4,Blanks,19,President,
Agawam,-,4,Total Votes Cast,1564,President,
Agawam,-,5,Clinton/ Kaine,861,President,
Agawam,-,5,Trump/ Pence,998,President,
Agawam,-,5,Johnson/ Weld,101,President,
Agawam,-,5,Stein/ Baraka,39,President,
Agawam,-,5,Mcmullin/ Johnson,0,President,
Agawam,-,5,Kotlikoff/ Leamer,0,President,
Agawam,-,5,Feegbeh/ O'Brien,0,President,
Agawam,-,5,Moorehead/ Lilly,0,President,
Agawam,-,5,Schoenke/ Mitchel,0,President,
Agawam,-,5,All Others,24,President,
Agawam,-,5,No Preference,0,President,
Agawam,-,5,Blanks,27,President,
Agawam,-,5,Total Votes Cast,2050,President,
Agawam,-,6,Clinton/ Kaine,783,President,
Agawam,-,6,Trump/ Pence,882,President,
Agawam,-,6,Johnson/ Weld,79,President,
Agawam,-,6,Stein/ Baraka,18,President,
Agawam,-,6,Mcmullin/ Johnson,1,President,
Agawam,-,6,Kotlikoff/ Leamer,0,President,
Agawam,-,6,Feegbeh/ O'Brien,0,President,
Agawam,-,6,Moorehead/ Lilly,0,President,
Agawam,-,6,Schoenke/ Mitchel,0,President,
Agawam,-,6,All Others,24,President,
Agawam,-,6,No Preference,0,President,
Agawam,-,6,Blanks,25,President,
Agawam,-,6,Total Votes Cast,1812,President,
Agawam,-,7,Clinton/ Kaine,750,President,
Agawam,-,7,Trump/ Pence,991,President,
Agawam,-,7,Johnson/ Weld,81,President,
Agawam,-,7,Stein/ Baraka,26,President,
Agawam,-,7,Mcmullin/ Johnson,3,President,
Agawam,-,7,Kotlikoff/ Leamer,0,President,
Agawam,-,7,Feegbeh/ O'Brien,0,President,
Agawam,-,7,Moorehead/ Lilly,0,President,
Agawam,-,7,Schoenke/ Mitchel,0,President,
Agawam,-,7,All Others,25,President,
Agawam,-,7,No Preference,0,President,
Agawam,-,7,Blanks,38,President,
Agawam,-,7,Total Votes Cast,1914,President,
Agawam,-,8,Clinton/ Kaine,863,President,
Agawam,-,8,Trump/ Pence,1009,President,
Agawam,-,8,Johnson/ Weld,64,President,
Agawam,-,8,Stein/ Baraka,23,President,
Agawam,-,8,Mcmullin/ Johnson,0,President,
Agawam,-,8,Kotlikoff/ Leamer,0,President,
Agawam,-,8,Feegbeh/ O'Brien,0,President,
Agawam,-,8,Moorehead/ Lilly,0,President,
Agawam,-,8,Schoenke/ Mitchel,0,President,
Agawam,-,8,All Others,35,President,
Agawam,-,8,No Preference,0,President,
Agawam,-,8,Blanks,25,President,
Agawam,-,8,Total Votes Cast,2019,President,
Alford,-,1,Clinton/ Kaine,226,President,
Alford,-,1,Trump/ Pence,52,President,
Alford,-,1,Johnson/ Weld,8,President,
Alford,-,1,Stein/ Baraka,8,President,
Alford,-,1,Mcmullin/ Johnson,0,President,
Alford,-,1,Kotlikoff/ Leamer,0,President,
Alford,-,1,Feegbeh/ O'Brien,0,President,
Alford,-,1,Moorehead/ Lilly,0,President,
Alford,-,1,Schoenke/ Mitchel,0,President,
Alford,-,1,All Others,5,President,
Alford,-,1,No Preference,0,President,
Alford,-,1,Blanks,8,President,
Alford,-,1,Total Votes Cast,307,President,
Amesbury,-,1,Clinton/ Kaine,930,President,
Amesbury,-,1,Trump/ Pence,623,President,
Amesbury,-,1,Johnson/ Weld,102,President,
Amesbury,-,1,Stein/ Baraka,14,President,
Amesbury,-,1,Mcmullin/ Johnson,3,President,
Amesbury,-,1,Kotlikoff/ Leamer,0,President,
Amesbury,-,1,Feegbeh/ O'Brien,0,President,
Amesbury,-,1,Moorehead/ Lilly,0,President,
Amesbury,-,1,Schoenke/ Mitchel,0,President,
Amesbury,-,1,All Others,36,President,
Amesbury,-,1,No Preference,0,President,
Amesbury,-,1,Blanks,32,President,
Amesbury,-,1,Total Votes Cast,1740,President,
Amesbury,-,2,Clinton/ Kaine,901,President,
Amesbury,-,2,Trump/ Pence,503,President,
Amesbury,-,2,Johnson/ Weld,87,President,
Amesbury,-,2,Stein/ Baraka,34,President,
Amesbury,-,2,Mcmullin/ Johnson,4,President,
Amesbury,-,2,Kotlikoff/ Leamer,0,President,
Amesbury,-,2,Feegbeh/ O'Brien,0,President,
Amesbury,-,2,Moorehead/ Lilly,0,President,
Amesbury,-,2,Schoenke/ Mitchel,0,President,
Amesbury,-,2,All Others,23,President,
Amesbury,-,2,No Preference,0,President,
Amesbury,-,2,Blanks,24,President,
Amesbury,-,2,Total Votes Cast,1576,President,
Amesbury,-,3,Clinton/ Kaine,960,President,
Amesbury,-,3,Trump/ Pence,498,President,
Amesbury,-,3,Johnson/ Weld,82,President,
Amesbury,-,3,Stein/ Baraka,25,President,
Amesbury,-,3,Mcmullin/ Johnson,2,President,
Amesbury,-,3,Kotlikoff/ Leamer,0,President,
Amesbury,-,3,Feegbeh/ O'Brien,0,President,
Amesbury,-,3,Moorehead/ Lilly,0,President,
Amesbury,-,3,Schoenke/ Mitchel,0,President,
Amesbury,-,3,All Others,16,President,
Amesbury,-,3,No Preference,0,President,
Amesbury,-,3,Blanks,39,President,
Amesbury,-,3,Total Votes Cast,1622,President,
Amesbury,-,4,Clinton/ Kaine,805,President,
Amesbury,-,4,Trump/ Pence,502,President,
Amesbury,-,4,Johnson/ Weld,86,President,
Amesbury,-,4,Stein/ Baraka,28,President,
Amesbury,-,4,Mcmullin/ Johnson,3,President,
Amesbury,-,4,Kotlikoff/ Leamer,0,President,
Amesbury,-,4,Feegbeh/ O'Brien,0,President,
Amesbury,-,4,Moorehead/ Lilly,0,President,
Amesbury,-,4,Schoenke/ Mitchel,0,President,
Amesbury,-,4,All Others,14,President,
Amesbury,-,4,No Preference,0,President,
Amesbury,-,4,Blanks,19,President,
Amesbury,-,4,Total Votes Cast,1457,President,
Amesbury,-,5,Clinton/ Kaine,745,President,
