city_town,ward,precinct,Maura Healey,Geoff Diehl,Kevin Reed,All Others,Blanks,Total Votes Cast
Marlborough,2,1,675,436,18,1,11,1141
Marlborough,2,2,524,290,16,0,7,837
Marlborough,2,2A,4,5,0,0,0,9
Marlborough,3,1,349,218,27,1,12,607
Marlborough,3,2,809,348,22,1,16,1196
Marlborough,4,1,315,190,6,0,5,516
Marlborough,4,2,789,440,27,1,26,1283
Marlborough,5,1,381,198,12,1,8,600
Marlborough,5,2,682,317,22,1,10,1032
Marlborough,6,1,413,227,10,0,11,661
Marlborough,6,2,784,487,29,2,12,1314
Marlborough,7,1,533,314,18,0,5,870
Marlborough,7,2,540,343,19,2,8,912
Marlborough,7,2A,19,14,3,0,0,36
Marshfield,-,1,989,925,15,0,11,1940
Marshfield,-,2,857,759,20,0,8,1644
Marshfield,-,2A,146,66,4,0,3,219
Marshfield,-,3,1000,855,30,0,17,1902
Marshfield,-,4,835,736,19,0,13,1603
Marshfield,-,5,853,743,32,0,18,1646
Marshfield,-,6,1148,1049,35,0,16,2248
Marshfield,-,7,1004,925,21,0,13,1963
Mashpee,-,1,1054,632,13,1,7,1707
Mashpee,-,2,733,637,16,0,12,1398
Mashpee,-,3,684,615,27,0,18,1344
Mashpee,-,4,822,521,21,2,10,1376
Mashpee,-,5,1200,974,21,5,15,2215
Mattapoisett,-,1,1050,803,25,1,16,1895
Mattapoisett,-,2,1064,788,17,2,19,1890
Maynard,-,1,985,337,21,1,3,1347
Maynard,-,2,834,274,15,4,5,1132
Maynard,-,3,1130,410,21,2,10,1573
Maynard,-,4,789,313,23,1,4,1130
Medfield,-,1,1065,539,21,8,24,1657
Medfield,-,2,987,502,19,1,14,1523
Medfield,-,3,1011,579,23,1,13,1627
Medfield,-,4,970,528,27,2,19,1546
Medford,1,1,874,360,15,0,19,1268
Medford,1,2,1010,383,16,0,18,1427
Medford,2,1,840,391,21,0,15,1267
Medford,2,2,1228,574,24,0,20,1846
Medford,3,1,1187,516,21,0,20,1744
Medford,3,2,1357,555,27,0,16,1955
Medford,4,1,541,112,10,0,3,666
Medford,4,2,1164,297,13,0,24,1498
Medford,5,1,1014,231,17,0,21,1283
Medford,5,2,991,179,21,0,8,1199
Medford,6,1,1442,240,23,0,15,1720
Medford,6,2,1191,354,17,0,17,1579
Medford,6,2A,49,31,0,0,1,81
Medford,7,1,527,165,15,0,9,716
Medford,7,2,653,160,13,0,10,836
Medford,7,2A,69,32,0,0,1,102
Medford,8,1,1133,336,29,0,17,1515
Medford,8,2,909,291,20,0,20,1240
Medway,-,1,828,579,28,1,16,1452
Medway,-,2,951,558,27,5,14,1555
Medway,-,3,989,608,34,3,21,1655
Medway,-,4,894,603,32,3,15,1547
Melrose,1,1,850,246,16,5,12,1129
Melrose,1,2,674,220,9,2,5,910
Melrose,2,1,753,331,10,3,10,1107
Melrose,2,2,707,252,9,0,7,975
Melrose,3,1,674,208,18,0,8,908
Melrose,3,2,710,258,10,3,6,987
Melrose,4,1,651,214,8,4,4,881
Melrose,4,2,694,393,14,1,14,1116
Melrose,5,1,501,146,4,0,4,655
Melrose,5,2,516,128,5,2,3,654
Melrose,6,1,643,226,16,2,5,892
Melrose,6,2,770,337,24,1,9,1141
Melrose,7,1,723,251,21,0,3,998
Melrose,7,2,745,316,16,1,6,1084
Mendon,-,1,673,667,24,0,17,1381
Mendon,-,2,695,705,23,0,19,1442
Merrimac,-,1,886,637,28,2,9,1562
Merrimac,-,2,959,738,21,2,8,1728
Methuen,-,1,341,199,14,1,2,557
Methuen,-,2,414,219,7,0,11,651
Methuen,-,3,588,467,10,0,8,1073
Methuen,-,4,516,358,9,1,13,897
Methuen,-,5,599,450,18,3,9,1079
Methuen,-,6,478,469,23,0,12,982
Methuen,-,6A,62,48,2,2,0,114
Methuen,-,7,723,617,14,1,20,1375
Methuen,-,8,694,662,22,1,9,1388
Methuen,-,9,639,704,13,0,8,1364
Methuen,-,10,598,554,15,0,9,1176
Methuen,-,11,780,850,17,2,14,1663
Methuen,-,12,613,550,13,2,7,1185
Methuen,-,13,393,353,11,1,8,766
Methuen,-,13A,233,175,3,1,3,415
Methuen,-,14,585,356,16,2,11,970
Methuen,-,15,442,260,13,1,4,720
Middleborough,-,1,968,1061,15,0,21,2065
Middleborough,-,2,549,546,25,1,10,1131
Middleborough,-,3,616,806,20,0,9,1451
Middleborough,-,4,457,467,14,1,8,947
Middleborough,-,5,516,734,21,0,9,1280
Middleborough,-,5A,96,161,2,0,3,262
Middleborough,-,6,586,754,28,3,8,1379
Middleborough,-,7,426,516,13,0,11,966
Middleborough,-,7A,118,231,12,1,2,364
Middlefield,,,164,87,2,1,3,257
Middleton,-,1,817,902,15,1,11,1746
Middleton,-,2,568,576,17,0,9,1170
Middleton,-,3,600,849,16,9,10,1484
Milford,-,1,407,269,13,0,5,694
Milford,-,2,720,512,11,0,10,1253
Milford,-,3,569,461,27,0,11,1068
Milford,-,4,444,308,9,0,12,773
Milford,-,5,866,701,27,4,20,1618
Milford,-,6,753,484,21,0,16,1274
Milford,-,7,974,643,33,1,17,1668
Milford,-,8,855,518,27,2,19,1421
Millbury,-,1,688,658,21,2,16,1385
Millbury,-,2,797,799,24,1,12,1633
Millbury,-,3,660,603,34,2,20,1319
Millbury,-,4,717,581,24,0,14,1336
Millis,-,1,804,493,27,0,9,1333
Millis,-,2,789,559,27,0,18,1393
Millis,-,3,1123,621,23,0,6,1773
Millville,,,489,682,30,0,9,1210
Milton,-,1,954,164,18,2,10,1148
Milton,-,2,1144,225,20,0,11,1400
Milton,-,3,1025,346,16,2,23,1412
Milton,-,4,565,214,11,0,5,795
Milton,-,4A,365,86,7,1,5,464
Milton,-,5,798,289,22,1,18,1128
Milton,-,6,839,512,17,3,17,1388
Milton,-,7,809,428,15,1,11,1264
Milton,-,8,917,483,25,4,16,1445
Milton,-,9,874,550,18,4,13,1459
Milton,-,10,755,164,11,0,4,934
Monroe,,,24,14,0,0,0,38
Monson,-,A,558,644,26,0,5,1233
Monson,-,B,561,631,20,0,9,1221
Monson,-,C,589,675,17,0,6,1287
Montague,-,1,686,137,14,1,2,840
Montague,-,2,349,174,15,0,5,543
Montague,-,3,384,204,8,1,4,601
Montague,-,4,397,149,4,0,3,553
Montague,-,5,306,70,10,1,5,392
Montague,-,6,352,133,11,0,4,500
Monterey,,,397,96,3,0,4,500
Montgomery,,,190,256,2,0,0,448
Mount Washington,,,79,20,4,0,3,106
Nahant,,,1260,675,23,2,15,1975
Nantucket,,,3262,1553,86,2,52,4955
Natick,-,1,683,200,16,0,10,909
Natick,-,2,1151,408,25,2,18,1604
Natick,-,3,1110,434,30,0,17,1591
Natick,-,4,1118,357,28,2,5,1510
Natick,-,5,1140,484,23,0,18,1665
Natick,-,6,1101,425,22,1,18,1567
Natick,-,7,1457,417,23,5,12,1914
Natick,-,8,1286,430,24,1,14,1755
Natick,-,9,1343,384,20,1,21,1769
Natick,-,10,1535,522,27,0,25,2109
Needham,-,A,916,354,15,2,8,1295
Needham,-,B,1122,398,19,2,18,1559
Needham,-,C,1146,354,30,4,19,1553
Needham,-,D,1067,374,12,2,17,1472
Needham,-,E,1191,401,25,4,20,1641
Needham,-,F,1131,325,17,2,26,1501
Needham,-,G,1236,383,24,3,13,1659
Needham,-,H,1173,412,16,1,14,1616
Needham,-,I,1324,341,22,5,18,1710
Needham,-,J,1130,329,16,0,17,1492
New Ashford,,,68,47,3,0,0,118
New Bedford,1,A,396,315,9,1,22,743
New Bedford,1,A1,50,43,1,0,2,96
New Bedford,1,B,431,416,10,0,17,874
New Bedford,1,B1,50,32,4,0,3,89
New Bedford,1,C,326,291,12,0,12,641
New Bedford,1,C1,66,37,4,0,4,111
New Bedford,1,D,504,520,19,0,15,1058
New Bedford,1,E,482,349,18,1,18,868
New Bedford,1,F,491,429,14,0,15,949
New Bedford,2,A,70,39,5,1,1,116
New Bedford,2,B,120,97,6,0,4,227
New Bedford,2,C,162,112,5,0,10,289
New Bedford,2,D,380,220,6,0,14,620
New Bedford,2,E,388,365,14,0,14,781
New Bedford,2,F,269,199,11,0,7,486
New Bedford,3,A,192,85,6,2,10,295
New Bedford,3,B,176,78,8,0,5,267
New Bedford,3,C,136,97,9,0,2,244
New Bedford,3,D,279,150,8,1,10,448
New Bedford,3,E,404,261,16,0,11,692
New Bedford,3,F,371,234,6,0,26,637
New Bedford,3,F1,170,81,4,0,3,258
New Bedford,4,A,108,28,5,0,10,151
New Bedford,4,A1,132,29,7,0,4,172
New Bedford,4,B,397,130,7,0,15,549
New Bedford,4,C,427,113,12,1,6,559
New Bedford,4,D,336,154,18,1,6,515
New Bedford,4,E,289,153,15,0,13,470
New Bedford,4,F,375,143,12,2,21,553
New Bedford,5,A,254,131,10,0,11,406
New Bedford,5,B,555,204,10,2,16,787
New Bedford,5,C,396,246,11,0,15,668
New Bedford,5,D,629,254,13,2,11,909
New Bedford,5,E,632,394,12,1,19,1058
New Bedford,5,F,590,311,17,1,26,945
New Bedford,6,A,438,338,17,0,11,804
New Bedford,6,B,356,212,10,0,10,588
New Bedford,6,C,168,89,4,0,11,272
New Bedford,6,D,138,71,14,0,1,224
New Bedford,6,E,160,95,10,2,7,274
New Bedford,6,F,287,153,15,0,6,461
New Braintree,,,232,246,6,0,4,488
New Marlborough,,,509,224,18,0,15,766
New Salem,,,338,200,20,0,4,562
Newbury,-,1,1236,708,29,3,15,1991
Newbury,-,2,1151,774,38,3,9,1975
Newburyport,1,1,1058,303,16,0,12,1389
Newburyport,2,1,1248,356,25,2,15,1646
Newburyport,3,1,1332,379,18,5,10,1744
Newburyport,4,1,1256,426,20,3,9,1714
Newburyport,5,1,921,494,16,1,15,1447
Newburyport,6,1,1040,513,20,1,13,1587
Newburyport,1,P,227,156,4,1,5,393
Newton,1,1,661,279,19,1,7,967
Newton,1,2,955,164,17,0,8,1144
Newton,1,2A,47,7,1,0,1,56
Newton,1,3,974,146,20,5,11,1156
Newton,1,4,771,301,13,1,25,1111
Newton,2,1,874,188,14,3,15,1094
Newton,2,2,704,135,16,1,9,865
Newton,2,3,1130,182,27,1,14,1354
Newton,2,4,1220,216,24,3,14,1477
Newton,3,1,1002,241,11,5,7,1266
Newton,3,1A,0,0,0,0,0,0
Newton,3,2,1100,189,10,4,17,1320
Newton,3,3,936,303,14,2,14,1269
Newton,3,4,922,308,19,0,11,1260
Newton,4,1,886,221,18,1,9,1135
Newton,4,2,916,154,12,3,11,1096
Newton,4,3,649,143,6,2,7,807
Newton,4,4,792,244,17,2,13,1068
Newton,5,1,871,221,9,2,15,1118
Newton,5,2,1059,153,11,0,6,1229
Newton,5,3,1212,195,12,1,15,1435
Newton,5,4,1185,198,15,2,16,1416
Newton,6,1,916,216,13,1,9,1155
Newton,6,2,978,167,18,1,11,1175
Newton,6,3,1185,144,11,1,18,1359
Newton,6,4,1250,182,20,5,20,1477
Newton,7,1,776,192,18,5,15,1006
Newton,7,2,1140,217,12,2,22,1393
Newton,7,3,305,71,5,2,4,387
Newton,7,4,508,127,5,0,9,649
Newton,8,1,857,328,15,3,18,1221
Newton,8,2,794,291,10,0,19,1114
Newton,8,3,936,238,26,2,17,1219
Newton,8,4,789,280,16,2,14,1101
Norfolk,-,1,499,378,16,0,13,906
Norfolk,-,2,900,682,36,3,11,1632
Norfolk,-,3,754,603,22,2,6,1387
Norfolk,-,4,842,578,16,2,14,1452
N. Adams,1,1,583,253,15,0,16,867
N. Adams,2,2,573,204,17,0,9,803
N. Adams,3,3,412,121,15,0,8,556
N. Adams,4,4,640,276,8,0,12,936
N. Adams,5,5,511,198,24,0,7,740
N. Andover,-,1,792,471,17,0,13,1293
N. Andover,-,2,930,588,24,0,19,1561
N. Andover,-,3,856,563,18,2,15,1454
N. Andover,-,4,1243,750,29,3,14,2039
N. Andover,-,5,513,335,11,0,8,867
N. Andover,-,6,1062,830,40,2,10,1944
N. Andover,-,7,1038,639,20,1,10,1708
N. Andover,-,8,930,798,22,3,7,1760
N. Attleborough,-,1,513,327,19,1,16,876
N. Attleborough,-,2,726,533,23,3,13,1298
N. Attleborough,-,3,657,656,30,0,12,1355
N. Attleborough,-,4,620,387,24,1,14,1046
N. Attleborough,-,5,633,495,23,1,9,1161
N. Attleborough,-,6,800,596,19,1,16,1432
N. Attleborough,-,7,863,726,26,1,16,1632
N. Attleborough,-,8,730,605,32,1,13,1381
N. Attleborough,-,9,648,568,14,0,9,1239
N. Brookfield,,,827,1110,48,2,17,2004
N. Reading,-,1,979,821,24,3,14,1841
N. Reading,-,2,1051,760,29,1,18,1859
N. Reading,-,3,936,798,22,4,25,1785
N. Reading,-,4,1015,794,24,2,18,1853
Northampton,1,A,803,107,13,1,5,929
Northampton,1,B,1002,89,11,0,6,1108
Northampton,2,A,782,25,7,3,11,828
Northampton,2,B,608,36,4,0,3,651
Northampton,3,A,775,80,13,2,13,883
Northampton,3,B,920,66,10,5,8,1009
Northampton,4,A,679,37,7,2,9,734
Northampton,4,B,1010,97,8,7,0,1122
Northampton,5,A,788,98,10,2,6,904
Northampton,5,B,984,109,9,1,9,1112
Northampton,6,A,945,266,11,2,8,1232
Northampton,6,B,1005,189,18,1,8,1221
Northampton,7,A,926,134,8,3,11,1082
Northampton,7,B,936,141,19,2,7,1105
Northborough,-,1,1094,569,30,2,15,1710
Northborough,-,2,1109,531,37,3,14,1694
Northborough,-,3,1147,613,22,1,17,1800
Northborough,-,4,1149,670,39,4,22,1884
Northbridge,-,1,714,583,26,1,11,1335
Northbridge,-,2,549,523,16,1,10,1099
Northbridge,-,3,522,524,22,2,11,1081
Northbridge,-,4,678,772,27,2,11,1490
Northbridge,-,5,652,665,27,1,13,1358
Northfield,,,937,491,31,0,4,1463
Norton,-,1,826,766,38,1,28,1659
Norton,-,2,846,714,26,3,12,1601
Norton,-,3,807,694,23,1,14,1539
Norton,-,4,865,726,27,1,18,1637
Norton,-,5,496,468,13,0,9,986
Norwell,-,1,944,758,24,4,21,1751
Norwell,-,2,1046,908,31,2,13,2000
Norwell,-,3,1040,776,32,7,20,1875
Norwood,-,1,895,487,15,1,13,1411
Norwood,-,2,802,457,14,1,10,1284
Norwood,-,3,903,490,25,0,13,1431
Norwood,-,4,985,603,28,2,18,1636
Norwood,-,5,582,243,13,0,4,842
Norwood,-,6,578,385,16,1,14,994
Norwood,-,7,791,511,16,2,9,1329
Norwood,-,8,932,530,17,0,11,1490
Norwood,-,9,818,617,16,4,11,1466
Oak Bluffs,,,1726,539,38,2,15,2320
Oakham,,,398,519,13,0,4,934
Orange,-,1,665,644,20,1,18,1348
Orange,-,2,720,585,37,13,0,1355
Orleans,-,1,1389,554,29,3,22,1997
Orleans,-,2,1250,740,29,3,17,2039
Otis,,,424,323,17,0,5,769
Oxford,-,1,607,705,36,0,10,1358
Oxford,-,2,603,661,25,0,4,1293
Oxford,-,3,579,697,25,0,8,1309
Oxford,-,4,532,650,23,0,17,1222
Oxford,-,4A,4,15,1,0,0,20
Palmer,-,1,564,631,24,0,12,1231
Palmer,-,2,519,688,22,1,6,1236
Palmer,-,3,495,411,16,0,7,929
Palmer,-,4,426,588,22,2,6,1044
Paxton,,,1144,1013,38,0,19,2214
Peabody,1,1,701,527,18,2,11,1259
Peabody,1,2,714,637,17,1,12,1381
Peabody,1,3,698,674,24,1,5,1402
Peabody,2,1,495,219,8,0,4,726
Peabody,2,2,428,250,7,0,6,691
Peabody,2,3,522,391,19,1,9,942
Peabody,3,1,334,188,9,0,6,537
Peabody,3,2,531,329,10,1,9,880
Peabody,3,3,584,420,20,2,11,1037
Peabody,4,1,631,469,16,3,5,1124
Peabody,4,2,384,326,11,0,4,725
Peabody,4,3,273,200,6,2,2,483
Peabody,4,3A,958,322,12,2,10,1304
Peabody,5,1,814,656,14,1,13,1498
Peabody,5,2,503,501,12,0,10,1026
Peabody,5,3,553,498,14,0,5,1070
Peabody,6,1,816,816,8,0,7,1647
Peabody,6,2,646,739,17,2,18,1422
Peabody,6,3,756,809,18,2,6,1591
Pelham,,,637,70,17,0,14,738
Pembroke,-,1,931,885,30,3,13,1862
Pembroke,-,2,737,818,24,3,15,1597
Pembroke,-,3,831,864,34,1,9,1739
Pembroke,-,3A,7,5,0,0,0,12
Pembroke,-,4,798,866,30,4,11,1709
Pembroke,-,5,784,788,15,3,17,1607
Pepperell,-,1,618,610,36,1,11,1276
Pepperell,-,2,826,737,30,1,15,1609
Pepperell,-,3,726,670,29,1,3,1429
Pepperell,-,4,658,438,20,1,8,1125
Peru,,,186,166,9,0,3,364
Petersham,,,418,294,25,0,7,744
Phillipston,,,307,475,14,0,13,809
Pittsfield,1,A,494,166,17,0,5,682
Pittsfield,1,B,762,316,21,0,16,1115
Pittsfield,2,A,321,106,14,0,7,448
Pittsfield,2,B,757,285,26,0,12,1080
Pittsfield,3,A,902,265,23,0,14,1204
Pittsfield,3,B,937,341,17,0,16,1311
Pittsfield,4,A,905,302,31,1,16,1255
Pittsfield,4,B,1094,418,24,0,19,1555
Pittsfield,5,A,761,214,18,1,15,1009
Pittsfield,5,B,790,294,22,0,13,1119
Pittsfield,6,A,794,228,14,2,16,1054
Pittsfield,6,B,552,174,16,2,8,752
Pittsfield,7,A,396,191,15,0,7,609
Pittsfield,7,B,716,274,24,0,27,1041
Plainfield,,,256,106,3,0,3,368
Plainville,-,1,647,573,27,0,7,1254
Plainville,-,2,749,628,16,2,15,1410
Plainville,-,3,771,703,32,2,10,1518
Plymouth,-,1,643,408,16,2,8,1077
Plymouth,-,2,790,552,18,1,14,1375
Plymouth,-,3,905,513,22,0,11,1451
Plymouth,-,4,820,603,21,0,14,1458
Plymouth,-,5,830,613,29,2,6,1480
Plymouth,-,6,1027,723,32,1,13,1796
Plymouth,-,7,886,646,19,1,5,1557
Plymouth,-,8,953,836,25,3,16,1833
Plymouth,-,9,682,674,30,3,9,1398
Plymouth,-,10,820,776,28,1,6,1631
Plymouth,-,11,923,804,22,1,16,1766
Plymouth,-,12,652,646,12,2,3,1315
Plymouth,-,13,895,756,21,2,11,1685
Plymouth,-,14,804,898,21,1,8,1732
Plymouth,-,15,1638,947,19,4,26,2634
Plymouth,-,16,1264,819,25,5,14,2127
Plymouth,-,17,979,785,33,0,9,1806
Plymouth,-,18,554,566,19,0,6,1145
Plympton,,,685,771,31,0,6,1493
Princeton,,,1156,747,34,4,19,1960
Provincetown,,,2016,191,23,0,7,2237
Quincy,1,1,575,274,14,1,10,874
Quincy,1,2,494,258,7,2,15,776
Quincy,1,3,716,227,18,0,9,970
Quincy,1,4,918,650,17,4,17,1606
Quincy,1,5,870,657,27,1,21,1576
Quincy,2,1,469,240,10,3,12,734
Quincy,2,2,543,230,14,0,7,794
Quincy,2,3,385,191,10,0,10,596
Quincy,2,4,483,254,4,1,5,747
Quincy,2,5,659,340,16,1,17,1033
Quincy,3,1,859,349,19,1,19,1247
Quincy,3,2,724,307,14,0,14,1059
Quincy,3,3,554,297,10,2,16,879
Quincy,3,4,805,471,18,1,15,1310
Quincy,3,5,498,216,18,0,11,743
Quincy,4,1,591,261,10,0,11,873
Quincy,4,2,722,436,16,4,18,1196
Quincy,4,3,754,517,18,1,15,1305
Quincy,4,4,528,186,12,1,6,733
Quincy,4,5,520,246,17,0,7,790
Quincy,5,1,329,112,13,0,6,460
Quincy,5,1A,206,100,6,0,8,320
Quincy,5,2,668,227,11,2,17,925
Quincy,5,3,812,313,17,3,10,1155
Quincy,5,4,585,270,14,2,11,882
Quincy,5,5,791,403,24,2,13,1233
Quincy,6,1,612,300,28,2,12,954
Quincy,6,2,544,206,5,1,7,763
Quincy,6,3,728,429,17,1,11,1186
Quincy,6,4,578,251,18,2,4,853
Quincy,6,5,1006,713,22,1,19,1761
Randolph,-,1,777,234,11,0,11,1033
Randolph,-,2,609,169,13,0,7,798
Randolph,-,3,532,122,5,3,9,671
Randolph,-,4,646,218,12,0,9,885
Randolph,-,5,689,199,11,3,8,910
Randolph,-,6,382,83,3,0,2,470
Randolph,-,7,561,196,11,0,9,777
Randolph,-,8,554,193,13,1,9,770
Randolph,-,9,664,168,7,0,6,845
Randolph,-,10,641,202,18,1,8,870
Randolph,-,11,572,251,11,4,10,848
Randolph,-,12,553,197,12,1,6,769
Raynham,-,1,732,745,16,1,17,1511
Raynham,-,2,431,482,13,0,3,929
Raynham,-,2A,258,335,9,0,6,608
Raynham,-,3,829,819,15,0,19,1682
Raynham,-,4,653,726,29,0,12,1420
Raynham,-,4A,16,30,1,0,0,47
Reading,-,1,1069,644,23,0,19,1755
Reading,-,2,911,515,17,0,12,1455
Reading,-,3,1023,598,20,0,19,1660
Reading,-,4,1020,506,25,0,21,1572
Reading,-,5,1028,465,21,0,18,1532
Reading,-,6,1055,553,14,0,14,1636
Reading,-,7,1080,534,16,0,14,1644
Reading,-,8,905,564,20,0,18,1507
Rehoboth,-,1,596,738,30,0,12,1376
Rehoboth,-,2,609,672,25,0,11,1317
Rehoboth,-,3,606,756,30,0,5,1397
Rehoboth,-,4,587,725,18,0,9,1339
Revere,1,1,505,233,14,1,8,761
Revere,1,2,462,235,6,0,13,716
Revere,1,3,347,175,14,0,12,548
Revere,2,1,301,133,10,0,7,451
Revere,2,2,391,131,14,2,5,543
Revere,2,3,102,35,8,0,2,147
Revere,2,3A,26,8,0,0,0,34
Revere,3,1,290,226,5,0,6,527
Revere,3,2,297,220,10,0,7,534
Revere,3,3,334,209,12,0,14,569
Revere,4,1,381,303,13,1,10,708
Revere,4,2,288,223,12,0,11,534
Revere,4,3,417,270,4,0,11,702
Revere,5,1,655,408,15,0,17,1095
Revere,5,2,436,223,15,1,12,687
Revere,5,3,301,180,13,0,6,500
Revere,6,1,406,437,9,2,13,867
Revere,6,2,393,400,7,5,13,818
Revere,6,3,358,209,6,0,8,581
Richmond,,,630,175,9,1,9,824
Rochester,,,1194,1644,36,0,15,2889
Rockland,-,1,687,575,21,0,5,1288
Rockland,-,2,668,621,11,0,11,1311
Rockland,-,3,509,403,14,1,7,934
Rockland,-,4,514,488,15,2,7,1026
Rockland,-,5,541,572,19,2,10,1144
Rockland,-,6,641,594,12,3,7,1257
Rockport,-,1,780,275,16,3,7,1081
Rockport,-,2,1056,343,13,0,12,1424
Rockport,-,3,1271,472,27,2,18,1790
Rowe,,,123,87,0,1,2,213
Rowley,,,1592,1547,40,3,21,3203
Royalston,,,329,286,11,0,7,633
Russell,,,251,368,14,2,4,639
Rutland,-,1,632,766,31,0,13,1442
Rutland,-,2,566,644,32,0,11,1253
Rutland,-,3,759,685,31,0,19,1494
Salem,1,1,1223,318,26,0,20,1587
Salem,1,2,369,92,10,0,4,475
Salem,2,1,1179,217,28,0,8,1432
Salem,2,2,1259,220,28,0,20,1527
Salem,3,1,781,234,19,0,11,1045
Salem,3,2,822,323,14,0,11,1170
Salem,4,1,736,340,29,0,12,1117
Salem,4,2,785,430,19,2,12,1248
Salem,5,1,995,240,25,0,11,1271
Salem,5,2,856,164,11,2,6,1039
Salem,6,1,919,261,24,0,19,1223
Salem,6,2,1044,280,31,1,11,1367
Salem,7,1,632,206,25,0,6,869
Salem,7,2,964,342,13,1,12,1332
Salisbury,-,1,756,586,15,1,16,1374
Salisbury,-,2,715,639,13,0,5,1372
Salisbury,-,3,606,679,16,0,9,1310
Sandisfield,,,208,135,11,0,4,358
Sandwich,-,1,1186,823,26,1,23,2059
Sandwich,-,2,1080,812,25,1,15,1933
Sandwich,-,3,902,774,12,2,22,1712
Sandwich,-,4,926,842,30,1,11,1810
Sandwich,-,5,809,738,26,0,13,1586
Sandwich,-,6,727,806,29,1,15,1578
Saugus,-,1,526,497,16,0,6,1045
Saugus,-,2,506,425,18,0,11,960
Saugus,-,3,499,469,21,0,9,998
Saugus,-,4,534,448,9,0,14,1005
Saugus,-,5,504,656,13,0,16,1189
Saugus,-,6,522,456,16,0,7,1001
Saugus,-,7,486,645,11,0,10,1152
Saugus,-,8,501,510,17,0,12,1040
Saugus,-,9,543,593,12,0,12,1160
Saugus,-,10,432,433,12,0,9,886
Savoy,,,139,132,7,0,27,305
Scituate,-,1,1040,688,19,2,16,1765
Scituate,-,2,1039,668,25,1,17,1750
Scituate,-,3,1063,628,23,0,11,1725
Scituate,-,4,1025,725,24,0,17,1791
Scituate,-,5,1035,584,29,3,8,1659
Scituate,-,6,1086,702,20,1,22,1831
Seekonk,-,1,757,730,16,0,12,1515
Seekonk,-,2,992,803,26,3,16,1840
Seekonk,-,3,747,635,18,1,4,1405
Seekonk,-,4,784,653,26,2,11,1476
Sharon,-,1,1319,356,30,3,20,1728
Sharon,-,2,1110,375,14,8,22,1529
Sharon,-,3,1246,408,21,1,15,1691
Sharon,-,4,1224,335,27,2,13,1601
Sharon,-,5,1131,422,20,0,18,1591
Sheffield,,,1068,414,29,0,23,1534
Shelburne,,,668,201,22,0,130,1021
Sherborn,,,1618,531,41,1,29,2220
Shirley,,,1514,1104,64,2,12,2696
Shrewsbury,-,1,1057,696,20,4,12,1789
Shrewsbury,-,2,852,550,22,0,14,1438
Shrewsbury,-,3,689,454,14,8,7,1172
Shrewsbury,-,4,928,619,21,2,19,1589
Shrewsbury,-,5,918,456,26,3,17,1420
Shrewsbury,-,6,907,540,29,1,11,1488
Shrewsbury,-,7,1058,671,33,3,30,1795
Shrewsbury,-,8,1170,685,25,1,25,1906
Shrewsbury,-,9,678,363,17,0,3,1061
Shrewsbury,-,10,898,507,22,3,27,1457
Shutesbury,,,911,139,11,0,2,1063
Somerset,-,1,917,703,20,0,13,1653
Somerset,-,2,850,702,23,0,22,1597
Somerset,-,3,876,667,28,0,19,1590
Somerset,-,4,786,660,15,0,16,1477
Somerset,-,5,697,690,21,0,16,1424
Somerville,1,1,643,134,22,2,3,804
Somerville,1,2,558,112,11,2,8,691
Somerville,1,3,567,115,17,1,8,708
Somerville,1,4,375,78,2,0,8,463
Somerville,1,4A,220,41,4,0,3,268
Somerville,2,1,569,46,8,0,4,627
Somerville,2,1A,275,15,4,1,4,299
Somerville,2,2,932,75,16,5,9,1037
Somerville,2,3,891,73,13,2,13,992
Somerville,2,4,1011,76,12,3,8,1110
Somerville,3,1,1047,107,3,1,5,1163
Somerville,3,2,921,110,19,4,13,1067
Somerville,3,3,1123,95,11,0,10,1239
Somerville,3,4,992,87,12,1,11,1103
Somerville,4,1,644,154,12,0,5,815
Somerville,4,2,545,58,8,2,9,622
Somerville,4,2A,205,28,4,1,2,240
Somerville,4,3,941,105,24,2,10,1082
Somerville,4,4,520,100,7,0,21,648
Somerville,5,1,1019,136,14,2,18,1189
Somerville,5,2,1099,95,21,3,9,1227
Somerville,5,3,1111,106,11,3,4,1235
Somerville,5,4,1191,83,15,3,8,1300
Somerville,6,1,1141,89,19,1,6,1256
Somerville,6,2,1286,95,18,0,13,1412
Somerville,6,3,332,17,2,0,1,352
Somerville,6,3A,168,25,4,0,1,198
Somerville,6,4,1238,103,16,4,9,1370
Somerville,7,1,1288,79,16,3,9,1395
Somerville,7,2,835,79,15,0,8,937
Somerville,7,3,751,158,10,0,8,927
Somerville,7,4,906,114,10,2,12,1044
S. Hadley,-,A,893,440,18,2,9,1362
S. Hadley,-,B,1120,524,26,0,7,1677
S. Hadley,-,C,1016,635,31,0,10,1692
S. Hadley,-,D,687,268,14,2,7,978
S. Hadley,-,E,1031,632,30,1,13,1707
Southampton,-,1,835,715,15,3,11,1579
Southampton,-,2,769,739,22,33,7,1570
Southborough,-,1,1079,520,26,4,10,1639
Southborough,-,2,1033,557,29,1,17,1637
Southborough,-,3,1026,519,25,0,25,1595
Southbridge,-,1,447,319,26,2,9,803
Southbridge,-,2,325,241,14,3,7,590
Southbridge,-,3,452,453,25,2,10,942
Southbridge,-,4,731,587,38,3,16,1375
Southbridge,-,5,347,188,22,0,13,570
Southwick,-,1,558,997,31,2,10,1598
